System,Sentence,Code,Classification,Short_Long,Location,Interrupted,Clue_location,Difficulty,Source
RNN,S13g,0,Homographs,L,NA,NA,NA,Lexical,He had just gotten out of a serious relationship that had lasted four years and he didnêt exactly know whether what he felt now was likeÜ what he would feel for any good friend he had grown to rely onÜor love.
RNN,S13h,-1,Homographs,L,NA,NA,NA,Lexical,"The wine we tasted at the first stop of our wine tour was delicious: cool, fresh, and fruity, with notes of vanilla and sage, aged in old oak barrels."
RNN,S14a,-1,Scope,S,NA,NA,NA,Syntactic,The only Australian wine lovers I know are coincidentally also Australian.
RNN,S14b,-1,Scope,S,NA,NA,NA,Syntactic,Donêt tell me you lost the dehydrated dog treat I just got from the store.
RNN,S14c,-1,Scope,S,NA,NA,NA,Syntactic,Our store has a new arrivals window display and one showcasing our most popular items.
RNN,S14d,1,Scope,S,NA,NA,NA,Syntactic,"If you think you have trouble cooking asparagus, listen to my abnormally crisp asparagus story."
RNN,S14e,-1,Scope,L,NA,NA,NA,Syntactic,"I donêt know many people who would choose Australian wine over French wine; in fact, the only Australian wine lovers I know are coincidentally also Australian."
RNN,S14f,0,Scope,L,NA,NA,NA,Syntactic,"Donêt tell me you lost the very expensive, chicken-flavoured, certified organic, delectable dehydrated dog treat that I had finally just gotten from the store."
RNN,S14g,-1,Scope,L,NA,NA,NA,Syntactic,The manager said our store should have a new arrivals window display to show the latest trends and another one showcasing our most popular items.
RNN,S14h,0,Scope,L,NA,NA,NA,Syntactic,"If you think you have trouble cooking asparagus in olive oil, with garlic, listen to my abnormally crisp asparagus story that I like to tell everyone."
RNN,S15a,-1,Scope,S,NA,NA,NA,Syntactic,I always bring two solar-powered calculators and pencils to my exams.
RNN,S15b,0,Scope,S,NA,NA,NA,Syntactic,That cream can be used to hydrate itchy skin or wood.
RNN,S15c,0,Scope,S,NA,NA,NA,Syntactic,"I have many pets at home, including fluffy dogs and geckos."
RNN,S15d,1,Scope,S,NA,NA,NA,Syntactic,I ordered wood blinds and curtains online because they were cheaper.
RNN,S15e,-1,Scope,L,NA,NA,NA,Syntactic,"I always bring two solar-powered calculators and pencils to my exams, in case one of my classmates forgot theirs and needs to borrow them from me."
RNN,S15f,0,Scope,L,NA,NA,NA,Syntactic,"That all-in-one cream can be used to hydrate itchy skin or wood, including wood that is too dry for woodworking or furniture that need to be restored."
RNN,S15g,0,Scope,L,NA,NA,NA,Syntactic,"I have many pets at home, including fluffy dogs and geckos that we keep in different rooms at night so they can have a good nightês sleep."
RNN,S15h,1,Scope,L,NA,NA,NA,Syntactic,I ordered all of my wood blinds and curtains online because they were cheaper and I have many windows in my new home that are facing the street.
RNN,S16a,1,Anaphora,S,NA,N,NA,Syntactic,"I have a plant pot for my mint, otherwise it grows all over the garden."
RNN,S16b,-1,Anaphora,S,NA,N,NA,Syntactic,I wanted the bag with the side pocket because it adds a lot of space.
RNN,S16c,-1,Anaphora,S,NA,Y,NA,Syntactic,He put his brotherês photo in a book after breaking the frame it was in.
RNN,S16d,1,Anaphora,S,NA,Y,NA,Syntactic,The recital was tonight but there were issues with the stage so it was cancelled.
RNN,S16e,0,Anaphora,L,NA,N,NA,Syntactic,"I use a lot of herbs in my recipes so I have a plant pot for my mint, otherwise it grows all over the garden and I canêt grow anything else."
RNN,S16f,0,Anaphora,L,NA,N,NA,Syntactic,I wanted the brown leather bag with the white side pocket because it adds a lot of space and I can easily reach my phone there.
RNN,S16g,1,Anaphora,L,NA,Y,NA,Syntactic,He put his little brotherês graduation photo in a book with all of their childhood photos after accidentally breaking the wooden frame it was in.
RNN,S16h,1,Anaphora,L,NA,Y,NA,Syntactic,"The piano recital was supposed to be tonight in the concert hall, but there were lighting issues with the new stage so it was cancelled."
RNN,S17a,-1,Anaphora,S,NA,NA,Before,Syntactic,The matriarchs are the rulers of the family and they usually make important decisions.
RNN,S17b,1,Anaphora,S,NA,NA,Before,Syntactic,"The waitresses came with the bill, but they forgot to include some of our drinks."
RNN,S17c,-1,Anaphora,S,NA,NA,After,Syntactic,The nurses are unhappy they got an extra shift after coming back from paternity leave.
RNN,S17d,1,Anaphora,S,NA,NA,After,Syntactic,"When those two joined that team, they turned the all-male team into a mixed one."
RNN,S17e,-1,Anaphora,L,NA,NA,Before,Syntactic,"Matriarchs are the rulers of the family and they usually make important decisions, as property, land, and inheritance are passed down from mother to daughter in their society."
RNN,S17f,0,Anaphora,L,NA,NA,Before,Syntactic,"The waitresses came with the bill for our table but they forgot to include some of our drinks, and the desserts that we ordered were not on the check either."
RNN,S17g,-1,Anaphora,L,NA,NA,After,Syntactic,The intensive care unit nurses are unhappy and in shock that they got an extra shift barely a day after coming back from paternity leave.
RNN,S17h,0,Anaphora,L,NA,NA,After,Syntactic,"When those two joined that software engineering team of four, they turned the formerly all-male team into a mixed one that is now one-third female."
RNN,S18a,-1,Anaphora,S,NA,N,NA,Syntactic,"Girls usually carry handbags because their pockets are too small, but these are very spacious."
RNN,S18b,0,Anaphora,S,NA,N,NA,Syntactic,"Most jewellers sell lots of engagement rings, and these are always over-priced."
RNN,S18c,1,Anaphora,S,NA,Y,NA,Syntactic,"Most cottage owners are residents of nearby cities, but these came from England."
RNN,S18d,1,Anaphora,S,NA,Y,NA,Syntactic,"I thought I owned the ugliest shoes in three counties, but these are even uglier."
RNN,S18e,-1,Anaphora,L,NA,N,NA,Syntactic,"Most of the girls I know usually carry big handbags that can fit their wallet because their pants pockets are too small, but these are very spacious."
RNN,S18f,-1,Anaphora,L,NA,N,NA,Syntactic,"Most jewellers in big cities such as Toronto sell lots of nice, shiny, beautifully presented wedding bands and engagement rings, and these are always over-priced."
RNN,S18g,1,Anaphora,L,NA,Y,NA,Syntactic,"Most cottage owners are residents of nearby cities who want a quiet place to relax that is also not too far of a drive, but these came from England."
RNN,S18h,0,Anaphora,L,NA,Y,NA,Syntactic,"I thought I owned the ugliest shoes in three counties, with the weird lace colour, ridiculous platform, and tacky pattern, but these are even uglier."
Attention,S01a,1,Ambiguity,S,Before,NA,NA,Lexical,"As I took my fries out of the bag, a seagull tried to steal some."
Attention,S01b,1,Ambiguity,S,Before,NA,NA,Lexical,"As I put my curtains up, I realized the rod was crooked."
Attention,S01c,-1,Ambiguity,S,Mid,NA,NA,Lexical,My knees cracked as I stood up.
Attention,S01d,1,Ambiguity,S,Mid,NA,NA,Lexical,I discovered a hidden image as I was restoring an old painting.
Attention,S01e,1,Ambiguity,L,Before,NA,NA,Lexical,"As I took my fries and ketchup out of the paper bag today at the beach, a vicious seagull tried to steal some of the fries."
Attention,S01f,1,Ambiguity,L,Before,NA,NA,Lexical,"As I put my blue and white curtains up, I realized the matte black metal rod was crooked and didn't match with the rest of the room."
Attention,S01g,0,Ambiguity,L,Mid,NA,NA,Lexical,My grandmother laughed at me and told me I was getting old when my knees cracked as I stood up to go grab my phone.
Attention,S01h,1,Ambiguity,L,Mid,NA,NA,Lexical,"I discovered a hidden image that seemed to be one of a sheep as I was restoring an old painting from the sixteenth century, depicting a biblical scene."
Attention,S02a,-1,Ambiguity,S,Before,NA,NA,Lexical,"As I kept being woken up by raccoons, I put traps in my backyard."
Attention,S02b,1,Ambiguity,S,Before,NA,NA,Lexical,"As I spoke without raising my hand, the teacher ignored my answer."
Attention,S02c,1,Ambiguity,S,Mid,NA,NA,Lexical,"The doctor reduced the dosage, as the patient seemed to experience discomfort."
Attention,S02d,1,Ambiguity,S,Mid,NA,NA,Lexical,"Hikers tend to avoid that trail, as the path is narrow."
Attention,S02e,-1,Ambiguity,L,Before,NA,NA,Lexical,"As I kept being woken up by raccoons opening my garbage bins every night, I put traps with peanut butter and jelly in my backyard."
Attention,S02f,1,Ambiguity,L,Before,NA,NA,Lexical,"As I spoke in class without raising my hand and waiting to be called on, the geography teacher ignored my answer and asked someone else to respond."
Attention,S02g,1,Ambiguity,L,Mid,NA,NA,Lexical,"The doctor reduced the dosage of the medication he had prescribed two weeks ago, as the young patient had experienced discomfort ever since he started taking those pills."
Attention,S02h,1,Ambiguity,L,Mid,NA,NA,Lexical,"Hikers tend to avoid that trail on the west side of the park near the gates, as the path is narrow and is usually hard to follow."
Attention,S03a,1,Ambiguity,S,Before,NA,NA,Lexical,"As this project develops, we'll have to hire more employees."
Attention,S03b,1,Ambiguity,S,Before,NA,NA,Lexical,"As we receive the comments, we'll compile them in one document."
Attention,S03c,1,Ambiguity,S,Mid,NA,NA,Lexical,We will move to a bigger house as our family grows.
Attention,S03d,-1,Ambiguity,S,Mid,NA,NA,Lexical,"To make risotto, you must add small quantities of broth as the rice cooks."
Attention,S03e,1,Ambiguity,L,Before,NA,NA,Lexical,"As this new project develops, it will require expertise from experienced workers, and we'll have to hire more full-time employees with the required language proficiency."
Attention,S03f,1,Ambiguity,L,Before,NA,NA,Lexical,"As we receive the comments from the people who participated in our workshop last week, we'll compile them in one document and share the feedback."
Attention,S03g,1,Ambiguity,L,Mid,NA,NA,Lexical,"We will move to a bigger house in a nicer neighbourhood, closer to our work, as our family grows and we need more bedrooms for the kids."
Attention,S03h,1,Ambiguity,L,Mid,NA,NA,Lexical,"According to this recipe I found online, to make risotto, you must add the chicken or vegetable broth in small quantities as the rice cooks over medium heat."
Attention,S04a,1,Ambiguity,S,Before,NA,NA,Lexical,"While I was cleaning my room, I noticed a letter I had never opened."
Attention,S04b,1,Ambiguity,S,Before,NA,NA,Lexical,"While I was on the phone, the deliveryman rang the doorbell."
Attention,S04c,1,Ambiguity,S,Mid,NA,NA,Lexical,He bought new glasses while he was visiting.
Attention,S04d,1,Ambiguity,S,Mid,NA,NA,Lexical,He fell asleep while reading her eighteen-page-long letter.
Attention,S04e,1,Ambiguity,L,Before,NA,NA,Lexical,"While I was cleaning my old room at my parents' place, I noticed a letter I had never opened from a childhood friend with whom I had not talked in years."
Attention,S04f,-1,Ambiguity,L,Before,NA,NA,Lexical,"While I was on the phone discussing a COVID-19 response project with three of my colleagues, the deliveryman rang the doorbell, carrying three stacked boxes."
Attention,S04g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"He bought a new pair of reading glasses that, in my opinion, are too big for his face, while he was visiting his mom in New Hampshire."
Attention,S04h,-1,Ambiguity,L,Mid,NA,NA,Lexical,"He fell asleep at the white kitchen table that he had not cleaned up after last night's dinner, and that still held a dirty plate and glass, while reading her eighteen-page-long letter."
Attention,S05a,-1,Ambiguity,S,Before,NA,NA,Lexical,"While I enjoy your company, I'm going to have to ask you to leave."
Attention,S05b,1,Ambiguity,S,Before,NA,NA,Lexical,"While money is always tight, I can generally make a living freelancing."
Attention,S05c,1,Ambiguity,S,Mid,NA,NA,Lexical,"The actor, while handsome and charming, was not a particularly nice person to work with."
Attention,S05d,0,Ambiguity,S,Mid,NA,NA,Lexical,"The hotel room, while it was clean and cheap, was not particularly attractive."
Attention,S05e,-1,Ambiguity,L,Before,NA,NA,Lexical,"While I enjoy your company and I appreciate your help, I'm going to have to ask you to leave and take your dog with you."
Attention,S05f,1,Ambiguity,L,Before,NA,NA,Lexical,"While money is always tight and rent for my small apartment is only getting more and more expensive, I can generally make a living freelancing."
Attention,S05g,1,Ambiguity,L,Mid,NA,NA,Lexical,"The actor, while handsome and charming and selected among hundreds of others for the upcoming science fiction movie, was not a particularly nice person to work with."
Attention,S05h,0,Ambiguity,L,Mid,NA,NA,Lexical,"The hotel room that I managed to book at the last minute for a road trip, while it was clean and cheap, was not particularly attractive."
Attention,S06a,1,Ambiguity,S,Before,NA,NA,Lexical,"While Megan loves a good steak, her brother doesn't eat meat."
Attention,S06b,-1,Ambiguity,S,Before,NA,NA,Lexical,"While the government is telling people to practice physical distancing, some still gather in parks."
Attention,S06c,1,Ambiguity,S,Mid,NA,NA,Lexical,"There was still soap on the shelves, while the toilet paper was out of stock."
Attention,S06d,1,Ambiguity,S,Mid,NA,NA,Lexical,"The blue mushroom shrinks Mario, while the red one makes him grow."
Attention,S06e,1,Ambiguity,L,Before,NA,NA,Lexical,"While Megan loves a good medium-rare steak with creamy peppercorn sauce, her younger brother who grew up with her doesn't eat meat at all."
Attention,S06f,-1,Ambiguity,L,Before,NA,NA,Lexical,"While the government is telling people to practice physical distancing to reduce the spread of the virus, some still gather in parks and visit relatives."
Attention,S06g,1,Ambiguity,L,Mid,NA,NA,Lexical,"I lost faith in humanity when I saw that there was still hand soap on the shelves, while the toilet paper was out of stock."
Attention,S06h,1,Ambiguity,L,Mid,NA,NA,Lexical,"The blue mushroom shrinks Mario and allows him to walk on water, while the red one makes him bigger and more resistant to enemy attacks."
Attention,S07a,-1,Ambiguity,S,Before,NA,NA,Lexical,"When the freezers stopped working, the store had to throw away all its ice cream."
Attention,S07b,-1,Ambiguity,S,Before,NA,NA,Lexical,"When the oil spilled, dozens of otter dens were completely destroyed."
Attention,S07c,-1,Ambiguity,S,Mid,NA,NA,Lexical,She was diagnosed with epilepsy when she collapsed and had a seizure.
Attention,S07d,-1,Ambiguity,S,Mid,NA,NA,Lexical,The neighbours stepped in to donate furniture and clothing when the apartment building caught fire.
Attention,S07e,-1,Ambiguity,L,Before,NA,NA,Lexical,"When the six brand-new freezers in aisle 3 suddenly stopped working all at once, the grocery store had to throw away all its ice cream."
Attention,S07f,-1,Ambiguity,L,Before,NA,NA,Lexical,"When the oil arriving from Alaska in the United States accidentally spilled on the coasts of the Pacific Ocean, dozens of otter dens were completely destroyed."
Attention,S07g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"She was diagnosed with epilepsy, leaving her unable to participate in high-risk sports such as scuba and skydiving, when she collapsed and had a seizure at the age of 8."
Attention,S07h,-1,Ambiguity,L,Mid,NA,NA,Lexical,"The neighbours who just moved in next-door last month stepped in to donate food, furniture and clothing when the apartment building caught fire in the middle of the night."
Attention,S08a,-1,Ambiguity,S,Before,NA,NA,Lexical,"The helicopter slowly landed in the field, when the rescuers jumped off."
Attention,S08b,-1,Ambiguity,S,Before,NA,NA,Lexical,"The car will be fixed by 5pm, when I will come to pick it up."
Attention,S08c,-1,Ambiguity,S,Mid,NA,NA,Lexical,"I drove until it was dark outside, when my husband took the wheel."
Attention,S08d,-1,Ambiguity,S,Mid,NA,NA,Lexical,"They swam until their fingertips were wrinkly, when they got out of the pool."
Attention,S08e,-1,Ambiguity,L,Before,NA,NA,Lexical,"The helicopter slowly landed in the field below the big rock wall, when the three rescuers jumped off and went looking for the injured climbers."
Attention,S08f,-1,Ambiguity,L,Before,NA,NA,Lexical,"The mechanic who was recommended to me by a colleague will have the car fixed by 5pm, when I will come to pick it up."
Attention,S08g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I drove my auntês old car with two of my friends in the backseat and my husband next to me until it was dark outside, when my husband took the wheel."
Attention,S08h,-1,Ambiguity,L,Mid,NA,NA,Lexical,"They swam all afternoon at Katieês new house until their fingertips were wrinkly and they were all shivering, when they got out of the pool."
Attention,S09a,-1,Ambiguity,S,Mid,NA,NA,Lexical,I was angry that he left when he said he would stay to help.
Attention,S09b,-1,Ambiguity,S,Mid,NA,NA,Lexical,They couldnêt believe he made that decision when he knew all the risks it involved.
Attention,S09c,-1,Ambiguity,S,Mid,NA,NA,Lexical,I was upset she still dated him when I warned her he was a cheater.
Attention,S09d,-1,Ambiguity,S,Mid,NA,NA,Lexical,It made me sick to see him defend her when sheês been treating him like garbage.
Attention,S09e,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I was angry that he left without telling anyone and with all of the tools he knew we needed, when he said he would stay to help."
Attention,S09f,1,Ambiguity,L,Mid,NA,NA,Lexical,"They couldnêt believe he made that decision without consulting anyone from management or from his working group, when he knew all the risks it involved."
Attention,S09g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I was upset and our whole friend group was frustrated that she still trusted and dated him, when I warned her that he was a cheater"
Attention,S09h,-1,Ambiguity,L,Mid,NA,NA,Lexical,It made me sick to my stomach to see him defend her in front of all of our friends when sheês been treating him like garbage.
Attention,S10a,-1,Ambiguity,S,Before,NA,NA,Lexical,"With the neighbourês dog constantly barking, I couldnêt get any sleep."
Attention,S10b,1,Ambiguity,S,Before,NA,NA,Lexical,"With everyone asked to stay home, the price of gas has drastically decreased."
Attention,S10c,-1,Ambiguity,S,Mid,NA,NA,Lexical,I canêt finish any of my work with people pestering me all the time.
Attention,S10d,-1,Ambiguity,S,Mid,NA,NA,Lexical,"I'm thinking of riding my bicycle, with the price of gas on the rise."
Attention,S10e,-1,Ambiguity,L,Before,NA,NA,Lexical,"With the neighbourês dogÜa four-year-old Australian Shepherd that was rescued from a local shelter two weeks agoÜconstantly barking, I couldnêt get any sleep."
Attention,S10f,1,Ambiguity,L,Before,NA,NA,Lexical,"With everyone asked to stay home in hopes of reducing the number of cases of COVID-19 in Canada, the cost of gas has drastically decreased."
Attention,S10g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I canêt finish any of the work assigned to me by my new manager who started last week, with people pestering me all the time."
Attention,S10h,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I'm thinking of riding my brotherês old bicycle to work and to the gym starting next week, with the price of gas on the rise."
Attention,S11a,-1,Ambiguity,S,Before,NA,NA,Lexical,He was consumed with guilt after he broke his motherês favourite vase.
Attention,S11b,-1,Ambiguity,S,Before,NA,NA,Lexical,Everyone could see that her eyes were still burning with hatred.
Attention,S11c,0,Ambiguity,S,Mid,NA,NA,Lexical,"Still beaming with joy, she ran home to tell her parents the good news."
Attention,S11d,1,Ambiguity,S,Mid,NA,NA,Lexical,That medication is not recommended for use in patients with hypothermia.
Attention,S11e,-1,Ambiguity,L,Before,NA,NA,Lexical,"He was consumed with guilt, a feeling he had not felt since he accidentally ruined his sisterês sweater in the dryer, after he broke his motherês favourite vase."
Attention,S11f,-1,Ambiguity,L,Before,NA,NA,Lexical,"Although she claimed she had moved on and forgiven her family, everyone could see that her eyes still burned with a hatred so deep that no one dared to approach her."
Attention,S11g,0,Ambiguity,L,Mid,NA,NA,Lexical,"Still beaming with joy, she ran home to tell her parents the good news, unaware that they had left home earlier to go visit her sick aunt."
Attention,S11h,1,Ambiguity,L,Mid,NA,NA,Lexical,That medication has been observed to cause severe side effects including liver damage and is not recommended for use in patients with thyroid problems or severe hypothermia.
Attention,S12a,-1,Ambiguity,S,Before,NA,NA,Lexical,"With that bad weather, they still went on their daily walk."
Attention,S12b,-1,Ambiguity,S,Before,NA,NA,Lexical,"With all his debts, he not only bought a car, but also got leather seats."
Attention,S12c,-1,Ambiguity,S,Mid,NA,NA,Lexical,"I still think we should launch the project, with all the risks it entails."
Attention,S12d,-1,Ambiguity,S,Mid,NA,NA,Lexical,"The professor let those two students pass, with their numerous absences."
Attention,S12e,-1,Ambiguity,L,Before,NA,NA,Lexical,"With the unexpectedly cold and cloudy weather that everyone else was complaining about, they still went on their daily walk, only wearing a light jacket."
Attention,S12f,-1,Ambiguity,L,Before,NA,NA,Lexical,"With all his debts, he not only bought a new car from the dealership with his credit card, he also got leather seats and a panoramic sunroof."
Attention,S12g,-1,Ambiguity,L,Mid,NA,NA,Lexical,"I still think we should go forward with that project, with all the risks it entails and considering all the efforts that would be required to execute it."
Attention,S12h,-1,Ambiguity,L,Mid,NA,NA,Lexical,"Since the school did not have any specific policy or rules regarding attendance, the professor let those two students pass the course, with their numerous absences."
Attention,S13a,-1,Homographs,S,NA,NA,NA,Lexical,The company bought new desks for all of their offices.
Attention,S13b,-1,Homographs,S,NA,NA,NA,Lexical,"While I appreciate the comments people leave on my videos, I donêt particularly enjoy them."
Attention,S13c,-1,Homographs,S,NA,NA,NA,Lexical,He didnêt exactly know whether what he felt was like or love.
Attention,S13d,0,Homographs,S,NA,NA,NA,Lexical,The wine was delicious: cool and fresh and fruity.
Attention,S13e,-1,Homographs,L,NA,NA,NA,Lexical,"With this yearês new budget and with new employees joining in the coming weeks, the company bought new chairs and new desks for their offices."
Attention,S13f,-1,Homographs,L,NA,NA,NA,Lexical,"Because they are thoughtful and I understand where they are coming from, I appreciate but donêt particularly enjoy the comments you leave on my videos about weight loss."
Attention,S13g,0,Homographs,L,NA,NA,NA,Lexical,He had just gotten out of a serious relationship that had lasted four years and he didnêt exactly know whether what he felt now was likeÜ what he would feel for any good friend he had grown to rely onÜor love.
Attention,S13h,-1,Homographs,L,NA,NA,NA,Lexical,"The wine we tasted at the first stop of our wine tour was delicious: cool, fresh, and fruity, with notes of vanilla and sage, aged in old oak barrels."
Attention,S14a,-1,Scope,S,NA,NA,NA,Syntactic,The only Australian wine lovers I know are coincidentally also Australian.
Attention,S14b,1,Scope,S,NA,NA,NA,Syntactic,Donêt tell me you lost the dehydrated dog treat I just got from the store.
Attention,S14c,-1,Scope,S,NA,NA,NA,Syntactic,Our store has a new arrivals window display and one showcasing our most popular items.
Attention,S14d,-1,Scope,S,NA,NA,NA,Syntactic,"If you think you have trouble cooking asparagus, listen to my abnormally crisp asparagus story."
Attention,S14e,-1,Scope,L,NA,NA,NA,Syntactic,"I donêt know many people who would choose Australian wine over French wine; in fact, the only Australian wine lovers I know are coincidentally also Australian."
Attention,S14f,-1,Scope,L,NA,NA,NA,Syntactic,"Donêt tell me you lost the very expensive, chicken-flavoured, certified organic, delectable dehydrated dog treat that I had finally just gotten from the store."
Attention,S14g,-1,Scope,L,NA,NA,NA,Syntactic,The manager said our store should have a new arrivals window display to show the latest trends and another one showcasing our most popular items.
Attention,S14h,0,Scope,L,NA,NA,NA,Syntactic,"If you think you have trouble cooking asparagus in olive oil, with garlic, listen to my abnormally crisp asparagus story that I like to tell everyone."
Attention,S15a,-1,Scope,S,NA,NA,NA,Syntactic,I always bring two solar-powered calculators and pencils to my exams.
Attention,S15b,1,Scope,S,NA,NA,NA,Syntactic,That cream can be used to hydrate itchy skin or wood.
Attention,S15c,0,Scope,S,NA,NA,NA,Syntactic,"I have many pets at home, including fluffy dogs and geckos."
Attention,S15d,0,Scope,S,NA,NA,NA,Syntactic,I ordered wood blinds and curtains online because they were cheaper.
Attention,S15e,-1,Scope,L,NA,NA,NA,Syntactic,"I always bring two solar-powered calculators and pencils to my exams, in case one of my classmates forgot theirs and needs to borrow them from me."
Attention,S15f,1,Scope,L,NA,NA,NA,Syntactic,"That all-in-one cream can be used to hydrate itchy skin or wood, including wood that is too dry for woodworking or furniture that need to be restored."
Attention,S15g,0,Scope,L,NA,NA,NA,Syntactic,"I have many pets at home, including fluffy dogs and geckos that we keep in different rooms at night so they can have a good nightês sleep."
Attention,S15h,-1,Scope,L,NA,NA,NA,Syntactic,I ordered all of my wood blinds and curtains online because they were cheaper and I have many windows in my new home that are facing the street.
Attention,S16a,0,Anaphora,S,NA,N,NA,Syntactic,"I have a plant pot for my mint, otherwise it grows all over the garden."
Attention,S16b,-1,Anaphora,S,NA,N,NA,Syntactic,I wanted the bag with the side pocket because it adds a lot of space.
Attention,S16c,-1,Anaphora,S,NA,Y,NA,Syntactic,He put his brotherês photo in a book after breaking the frame it was in.
Attention,S16d,1,Anaphora,S,NA,Y,NA,Syntactic,The recital was tonight but there were issues with the stage so it was cancelled.
Attention,S16e,0,Anaphora,L,NA,N,NA,Syntactic,"I use a lot of herbs in my recipes so I have a plant pot for my mint, otherwise it grows all over the garden and I canêt grow anything else."
Attention,S16f,-1,Anaphora,L,NA,N,NA,Syntactic,I wanted the brown leather bag with the white side pocket because it adds a lot of space and I can easily reach my phone there.
Attention,S16g,-1,Anaphora,L,NA,Y,NA,Syntactic,He put his little brotherês graduation photo in a book with all of their childhood photos after accidentally breaking the wooden frame it was in.
Attention,S16h,1,Anaphora,L,NA,Y,NA,Syntactic,"The piano recital was supposed to be tonight in the concert hall, but there were lighting issues with the new stage so it was cancelled."
Attention,S17a,-1,Anaphora,S,NA,NA,Before,Syntactic,The matriarchs are the rulers of the family and they usually make important decisions.
Attention,S17b,-1,Anaphora,S,NA,NA,Before,Syntactic,"The waitresses came with the bill, but they forgot to include some of our drinks."
Attention,S17c,-1,Anaphora,S,NA,NA,After,Syntactic,The nurses are unhappy they got an extra shift after coming back from paternity leave.
Attention,S17d,1,Anaphora,S,NA,NA,After,Syntactic,"When those two joined that team, they turned the all-male team into a mixed one."
Attention,S17e,0,Anaphora,L,NA,NA,Before,Syntactic,"Matriarchs are the rulers of the family and they usually make important decisions, as property, land, and inheritance are passed down from mother to daughter in their society."
Attention,S17f,0,Anaphora,L,NA,NA,Before,Syntactic,"The waitresses came with the bill for our table but they forgot to include some of our drinks, and the desserts that we ordered were not on the check either."
Attention,S17g,-1,Anaphora,L,NA,NA,After,Syntactic,The intensive care unit nurses are unhappy and in shock that they got an extra shift barely a day after coming back from paternity leave.
Attention,S17h,1,Anaphora,L,NA,NA,After,Syntactic,"When those two joined that software engineering team of four, they turned the formerly all-male team into a mixed one that is now one-third female."
Attention,S18a,-1,Anaphora,S,NA,N,NA,Syntactic,"Girls usually carry handbags because their pockets are too small, but these are very spacious."
Attention,S18b,0,Anaphora,S,NA,N,NA,Syntactic,"Most jewellers sell lots of engagement rings, and these are always over-priced."
Attention,S18c,-1,Anaphora,S,NA,Y,NA,Syntactic,"Most cottage owners are residents of nearby cities, but these came from England."
Attention,S18d,-1,Anaphora,S,NA,Y,NA,Syntactic,"I thought I owned the ugliest shoes in three counties, but these are even uglier."
Attention,S18e,-1,Anaphora,L,NA,N,NA,Syntactic,"Most of the girls I know usually carry big handbags that can fit their wallet because their pants pockets are too small, but these are very spacious."
Attention,S18f,-1,Anaphora,L,NA,N,NA,Syntactic,"Most jewellers in big cities such as Toronto sell lots of nice, shiny, beautifully presented wedding bands and engagement rings, and these are always over-priced."
Attention,S18g,0,Anaphora,L,NA,Y,NA,Syntactic,"Most cottage owners are residents of nearby cities who want a quiet place to relax that is also not too far of a drive, but these came from England."
Attention,S18h,0,Anaphora,L,NA,Y,NA,Syntactic,"I thought I owned the ugliest shoes in three counties, with the weird lace colour, ridiculous platform, and tacky pattern, but these are even uglier."
Google,S01a,1,Ambiguity,S,Before,NA,NA,Lexical,"As I took my fries out of the bag, a seagull tried to steal some."
Google,S01b,0,Ambiguity,S,Before,NA,NA,Lexical,"As I put my curtains up, I realized the rod was crooked."
Google,S01c,1,Ambiguity,S,Mid,NA,NA,Lexical,My knees cracked as I stood up.
Google,S01d,1,Ambiguity,S,Mid,NA,NA,Lexical,I discovered a hidden image as I was restoring an old painting.
Google,S01e,1,Ambiguity,L,Before,NA,NA,Lexical,"As I took my fries and ketchup out of the paper bag today at the beach, a vicious seagull tried to steal some of the fries."
Google,S01f,0,Ambiguity,L,Before,NA,NA,Lexical,"As I put my blue and white curtains up, I realized the matte black metal rod was crooked and didn't match with the rest of the room."
Google,S01g,1,Ambiguity,L,Mid,NA,NA,Lexical,My grandmother laughed at me and told me I was getting old when my knees cracked as I stood up to go grab my phone.
Google,S01h,1,Ambiguity,L,Mid,NA,NA,Lexical,"I discovered a hidden image that seemed to be one of a sheep as I was restoring an old painting from the sixteenth century, depicting a biblical scene."
Google,S02a,-1,Ambiguity,S,Before,NA,NA,Lexical,"As I kept being woken up by raccoons, I put traps in my backyard."
Google,S02b,-1,Ambiguity,S,Before,NA,NA,Lexical,"As I spoke without raising my hand, the teacher ignored my answer."
Google,S02c,1,Ambiguity,S,Mid,NA,NA,Lexical,"The doctor reduced the dosage, as the patient seemed to experience discomfort."
Google,S02d,1,Ambiguity,S,Mid,NA,NA,Lexical,"Hikers tend to avoid that trail, as the path is narrow."
Google,S02e,-1,Ambiguity,L,Before,NA,NA,Lexical,"As I kept being woken up by raccoons opening my garbage bins every night, I put traps with peanut butter and jelly in my backyard."
Google,S02f,-1,Ambiguity,L,Before,NA,NA,Lexical,"As I spoke in class without raising my hand and waiting to be called on, the geography teacher ignored my answer and asked someone else to respond."
Google,S02g,1,Ambiguity,L,Mid,NA,NA,Lexical,"The doctor reduced the dosage of the medication he had prescribed two weeks ago, as the young patient had experienced discomfort ever since he started taking those pills."
